order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Timestamp,order_year
30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0
31,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,2024-05-02 00:55:47.043606,2016.0
32,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,2024-05-02 00:55:47.043606,2016.0
33,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,2024-05-02 00:55:47.043606,2016.0
34,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,2024-05-02 00:55:47.043606,2016.0
35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,2024-05-02 00:55:47.043606,2016.0
36,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,2024-05-02 00:55:47.043606,2016.0
37,164,4,2016-01-25,2016-01-28,2016-01-26,2,6,2024-05-02 00:55:47.043606,2016.0
38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,2024-05-02 00:55:47.043606,2016.0
39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,2024-05-02 00:55:47.043606,2016.0
40,348,4,2016-01-27,2016-01-28,2016-01-29,1,3,2024-05-02 00:55:47.043606,2016.0
41,979,4,2016-01-27,2016-01-30,2016-01-29,2,6,2024-05-02 00:55:47.043606,2016.0
42,1095,4,2016-01-27,2016-01-28,2016-01-30,2,7,2024-05-02 00:55:47.043606,2016.0
43,1434,4,2016-01-27,2016-01-28,2016-01-30,2,7,2024-05-02 00:55:47.043606,2016.0
44,861,4,2016-01-28,2016-01-31,2016-01-30,2,7,2024-05-02 00:55:47.043606,2016.0
45,1220,4,2016-01-28,2016-01-31,2016-01-31,2,7,2024-05-02 00:55:47.043606,2016.0
46,746,4,2016-01-29,2016-01-31,2016-01-31,2,7,2024-05-02 00:55:47.043606,2016.0
47,1234,4,2016-01-29,2016-01-30,2016-01-31,2,7,2024-05-02 00:55:47.043606,2016.0
48,1012,4,2016-01-30,2016-02-01,2016-02-02,2,7,2024-05-02 00:55:47.043606,2016.0
49,608,4,2016-01-31,2016-02-01,2016-02-02,2,6,2024-05-02 00:55:47.043606,2016.0
50,872,4,2016-01-31,2016-02-03,2016-02-02,3,8,2024-05-02 00:55:47.043606,2016.0
51,1047,4,2016-02-01,2016-02-02,2016-02-03,2,7,2024-05-02 00:55:47.043606,2016.0
52,767,4,2016-02-03,2016-02-04,2016-02-05,1,2,2024-05-02 00:55:47.043606,2016.0
53,965,4,2016-02-03,2016-02-04,2016-02-05,2,6,2024-05-02 00:55:47.043606,2016.0
54,535,4,2016-02-04,2016-02-07,2016-02-07,2,7,2024-05-02 00:55:47.043606,2016.0
55,1173,4,2016-02-04,2016-02-07,2016-02-06,2,6,2024-05-02 00:55:47.043606,2016.0
56,1241,4,2016-02-04,2016-02-06,2016-02-07,2,6,2024-05-02 00:55:47.043606,2016.0
57,1305,4,2016-02-04,2016-02-06,2016-02-06,2,7,2024-05-02 00:55:47.043606,2016.0
58,504,4,2016-02-05,2016-02-07,2016-02-07,2,6,2024-05-02 00:55:47.043606,2016.0
59,563,4,2016-02-05,2016-02-07,2016-02-06,2,7,2024-05-02 00:55:47.043606,2016.0
60,151,4,2016-02-06,2016-02-08,2016-02-07,1,3,2024-05-02 00:55:47.043606,2016.0
61,277,4,2016-02-06,2016-02-09,2016-02-09,2,7,2024-05-02 00:55:47.043606,2016.0
62,208,4,2016-02-07,2016-02-10,2016-02-10,1,2,2024-05-02 00:55:47.043606,2016.0
63,1075,4,2016-02-07,2016-02-09,2016-02-09,2,7,2024-05-02 00:55:47.043606,2016.0
64,1185,4,2016-02-07,2016-02-08,2016-02-09,2,6,2024-05-02 00:55:47.043606,2016.0
65,996,4,2016-02-08,2016-02-09,2016-02-11,2,6,2024-05-02 00:55:47.043606,2016.0
66,1253,4,2016-02-09,2016-02-12,2016-02-12,2,7,2024-05-02 00:55:47.043606,2016.0
67,526,4,2016-02-09,2016-02-11,2016-02-10,3,8,2024-05-02 00:55:47.043606,2016.0
68,381,4,2016-02-10,2016-02-11,2016-02-13,2,6,2024-05-02 00:55:47.043606,2016.0
69,1413,4,2016-02-10,2016-02-12,2016-02-11,2,7,2024-05-02 00:55:47.043606,2016.0
70,50,3,2016-02-11,2016-02-11,UNKNOWN,3,9,2024-05-02 00:55:47.043606,2016.0
71,797,4,2016-02-11,2016-02-14,2016-02-12,2,7,2024-05-02 00:55:47.043606,2016.0
72,1386,4,2016-02-12,2016-02-15,2016-02-13,1,2,2024-05-02 00:55:47.043606,2016.0
73,612,4,2016-02-12,2016-02-15,2016-02-14,2,7,2024-05-02 00:55:47.043606,2016.0
74,264,4,2016-02-13,2016-02-15,2016-02-15,2,7,2024-05-02 00:55:47.043606,2016.0
75,587,4,2016-02-14,2016-02-15,2016-02-17,2,6,2024-05-02 00:55:47.043606,2016.0
76,9,3,2016-02-16,2016-02-16,UNKNOWN,2,6,2024-05-02 00:55:47.043606,2016.0
77,385,4,2016-02-16,2016-02-19,2016-02-19,1,2,2024-05-02 00:55:47.043606,2016.0
78,1182,4,2016-02-16,2016-02-18,2016-02-19,2,7,2024-05-02 00:55:47.043606,2016.0
79,529,4,2016-02-17,2016-02-20,2016-02-20,1,3,2024-05-02 00:55:47.043606,2016.0
80,397,4,2016-02-17,2016-02-20,2016-02-19,2,6,2024-05-02 00:55:47.043606,2016.0
81,521,4,2016-02-17,2016-02-19,2016-02-18,2,6,2024-05-02 00:55:47.043606,2016.0
82,1223,4,2016-02-18,2016-02-21,2016-02-20,2,6,2024-05-02 00:55:47.043606,2016.0
83,393,4,2016-02-19,2016-02-20,2016-02-20,1,3,2024-05-02 00:55:47.043606,2016.0
84,317,4,2016-02-20,2016-02-22,2016-02-21,2,7,2024-05-02 00:55:47.043606,2016.0
85,1174,4,2016-02-20,2016-02-23,2016-02-21,2,7,2024-05-02 00:55:47.043606,2016.0
86,276,4,2016-02-21,2016-02-22,2016-02-23,2,7,2024-05-02 00:55:47.043606,2016.0
87,516,4,2016-02-21,2016-02-22,2016-02-23,2,6,2024-05-02 00:55:47.043606,2016.0
88,1069,4,2016-02-21,2016-02-22,2016-02-23,2,6,2024-05-02 00:55:47.043606,2016.0
89,668,4,2016-02-21,2016-02-24,2016-02-24,3,8,2024-05-02 00:55:47.043606,2016.0
90,414,4,2016-02-23,2016-02-25,2016-02-24,2,7,2024-05-02 00:55:47.043606,2016.0
91,648,4,2016-02-25,2016-02-27,2016-02-28,1,2,2024-05-02 00:55:47.043606,2016.0
92,1309,4,2016-02-25,2016-02-28,2016-02-28,2,7,2024-05-02 00:55:47.043606,2016.0
93,1328,4,2016-02-26,2016-02-28,2016-02-27,1,3,2024-05-02 00:55:47.043606,2016.0
94,929,4,2016-02-27,2016-02-28,2016-02-29,1,2,2024-05-02 00:55:47.043606,2016.0
95,218,4,2016-02-27,2016-02-29,2016-02-28,2,7,2024-05-02 00:55:47.043606,2016.0
96,1094,4,2016-02-27,2016-02-29,2016-02-28,2,7,2024-05-02 00:55:47.043606,2016.0
97,204,4,2016-02-28,2016-02-29,2016-03-01,2,7,2024-05-02 00:55:47.043606,2016.0
98,1194,4,2016-02-28,2016-02-29,2016-02-29,2,6,2024-05-02 00:55:47.043606,2016.0
99,1165,4,2016-02-29,2016-03-01,2016-03-03,3,9,2024-05-02 00:55:47.043606,2016.0
100,1237,4,2016-03-01,2016-03-04,2016-03-03,2,7,2024-05-02 00:55:47.043606,2016.0
101,271,4,2016-03-01,2016-03-04,2016-03-04,3,8,2024-05-02 00:55:47.043606,2016.0
102,336,4,2016-03-02,2016-03-05,2016-03-03,2,7,2024-05-02 00:55:47.043606,2016.0
103,991,4,2016-03-03,2016-03-06,2016-03-05,1,2,2024-05-02 00:55:47.043606,2016.0
104,7,4,2016-03-03,2016-03-05,2016-03-05,2,7,2024-05-02 00:55:47.043606,2016.0
105,306,4,2016-03-03,2016-03-05,2016-03-04,2,7,2024-05-02 00:55:47.043606,2016.0
106,422,4,2016-03-04,2016-03-05,2016-03-05,3,9,2024-05-02 00:55:47.043606,2016.0
107,633,4,2016-03-06,2016-03-09,2016-03-09,1,2,2024-05-02 00:55:47.043606,2016.0
108,12,4,2016-03-06,2016-03-09,2016-03-07,2,6,2024-05-02 00:55:47.043606,2016.0
109,1255,4,2016-03-06,2016-03-09,2016-03-09,2,6,2024-05-02 00:55:47.043606,2016.0
110,677,4,2016-03-06,2016-03-08,2016-03-09,3,9,2024-05-02 00:55:47.043606,2016.0
111,630,4,2016-03-07,2016-03-10,2016-03-10,2,6,2024-05-02 00:55:47.043606,2016.0
112,469,4,2016-03-08,2016-03-11,2016-03-10,2,6,2024-05-02 00:55:47.043606,2016.0
113,1078,4,2016-03-08,2016-03-11,2016-03-11,2,6,2024-05-02 00:55:47.043606,2016.0
114,1431,4,2016-03-08,2016-03-10,2016-03-11,2,7,2024-05-02 00:55:47.043606,2016.0
115,1369,4,2016-03-09,2016-03-11,2016-03-11,2,7,2024-05-02 00:55:47.043606,2016.0
116,471,4,2016-03-10,2016-03-11,2016-03-11,2,7,2024-05-02 00:55:47.043606,2016.0
117,740,4,2016-03-10,2016-03-13,2016-03-11,2,6,2024-05-02 00:55:47.043606,2016.0
118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2,2024-05-02 00:55:47.043606,2016.0
119,925,4,2016-03-12,2016-03-14,2016-03-14,2,7,2024-05-02 00:55:47.043606,2016.0
120,327,4,2016-03-14,2016-03-15,2016-03-17,2,7,2024-05-02 00:55:47.043606,2016.0
121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6,2024-05-02 00:55:47.043606,2016.0
122,786,4,2016-03-14,2016-03-16,2016-03-15,2,6,2024-05-02 00:55:47.043606,2016.0
123,766,4,2016-03-15,2016-03-18,2016-03-17,2,6,2024-05-02 00:55:47.043606,2016.0
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,2024-05-02 00:55:47.043606,2016.0
125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6,2024-05-02 00:55:47.043606,2016.0
126,1365,4,2016-03-16,2016-03-18,2016-03-18,2,7,2024-05-02 00:55:47.043606,2016.0
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,2024-05-02 00:55:47.043606,2016.0
128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,2024-05-02 00:55:47.043606,2016.0
129,84,4,2016-03-19,2016-03-21,2016-03-21,2,7,2024-05-02 00:55:47.043606,2016.0
130,1049,4,2016-03-19,2016-03-22,2016-03-20,2,6,2024-05-02 00:55:47.043606,2016.0
131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8,2024-05-02 00:55:47.043606,2016.0
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,2024-05-02 00:55:47.043606,2016.0
133,409,4,2016-03-20,2016-03-22,2016-03-21,2,7,2024-05-02 00:55:47.043606,2016.0
134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7,2024-05-02 00:55:47.043606,2016.0
135,1354,4,2016-03-21,2016-03-23,2016-03-23,2,7,2024-05-02 00:55:47.043606,2016.0
136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,2024-05-02 00:55:47.043606,2016.0
137,370,4,2016-03-23,2016-03-26,2016-03-25,2,7,2024-05-02 00:55:47.043606,2016.0
138,438,4,2016-03-23,2016-03-24,2016-03-25,2,7,2024-05-02 00:55:47.043606,2016.0
139,710,4,2016-03-23,2016-03-24,2016-03-26,2,7,2024-05-02 00:55:47.043606,2016.0
140,1264,4,2016-03-23,2016-03-26,2016-03-26,2,7,2024-05-02 00:55:47.043606,2016.0
141,557,4,2016-03-25,2016-03-27,2016-03-26,2,7,2024-05-02 00:55:47.043606,2016.0
142,170,4,2016-03-26,2016-03-27,2016-03-27,1,3,2024-05-02 00:55:47.043606,2016.0
143,693,4,2016-03-26,2016-03-28,2016-03-28,2,7,2024-05-02 00:55:47.043606,2016.0
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,2024-05-02 00:55:47.043606,2016.0
145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6,2024-05-02 00:55:47.043606,2016.0
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,2024-05-02 00:55:47.043606,2016.0
147,55,4,2016-03-28,2016-03-31,2016-03-31,2,7,2024-05-02 00:55:47.043606,2016.0
148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6,2024-05-02 00:55:47.043606,2016.0
149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,2024-05-02 00:55:47.043606,2016.0
150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,2024-05-02 00:55:47.043606,2016.0
151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,2024-05-02 00:55:47.043606,2016.0
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,2024-05-02 00:55:47.043606,2016.0
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,2024-05-02 00:55:47.043606,2016.0
154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,2024-05-02 00:55:47.043606,2016.0
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,2024-05-02 00:55:47.043606,2016.0
156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,2024-05-02 00:55:47.043606,2016.0
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,2024-05-02 00:55:47.043606,2016.0
158,117,3,2016-04-04,2016-04-04,UNKNOWN,3,9,2024-05-02 00:55:47.043606,2016.0
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,2024-05-02 00:55:47.043606,2016.0
160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,2024-05-02 00:55:47.043606,2016.0
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,2024-05-02 00:55:47.043606,2016.0
162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,2024-05-02 00:55:47.043606,2016.0
163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,2024-05-02 00:55:47.043606,2016.0
164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,2024-05-02 00:55:47.043606,2016.0
165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,2024-05-02 00:55:47.043606,2016.0
166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,2024-05-02 00:55:47.043606,2016.0
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,2024-05-02 00:55:47.043606,2016.0
168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,2024-05-02 00:55:47.043606,2016.0
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,2024-05-02 00:55:47.043606,2016.0
170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,2024-05-02 00:55:47.043606,2016.0
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,2024-05-02 00:55:47.043606,2016.0
172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,2024-05-02 00:55:47.043606,2016.0
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,2024-05-02 00:55:47.043606,2016.0
174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,2024-05-02 00:55:47.043606,2016.0
175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,2024-05-02 00:55:47.043606,2016.0
176,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,2024-05-02 00:55:47.043606,2016.0
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,2024-05-02 00:55:47.043606,2016.0
178,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,2024-05-02 00:55:47.043606,2016.0
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,2024-05-02 00:55:47.043606,2016.0
180,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,2024-05-02 00:55:47.043606,2016.0
181,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,2024-05-02 00:55:47.043606,2016.0
182,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,2024-05-02 00:55:47.043606,2016.0
183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,2024-05-02 00:55:47.043606,2016.0
184,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,2024-05-02 00:55:47.043606,2016.0
185,24,3,2016-04-20,2016-04-20,UNKNOWN,1,2,2024-05-02 00:55:47.043606,2016.0
186,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,2024-05-02 00:55:47.043606,2016.0
187,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,2024-05-02 00:55:47.043606,2016.0
188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,2024-05-02 00:55:47.043606,2016.0
189,1288,4,2016-04-23,2016-04-24,2016-04-26,1,2,2024-05-02 00:55:47.043606,2016.0
190,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,2024-05-02 00:55:47.043606,2016.0
191,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,2024-05-02 00:55:47.043606,2016.0
192,728,4,2016-04-27,2016-04-28,2016-04-29,2,7,2024-05-02 00:55:47.043606,2016.0
193,1366,4,2016-04-28,2016-04-30,2016-04-30,1,3,2024-05-02 00:55:47.043606,2016.0
194,558,4,2016-04-28,2016-04-30,2016-05-01,2,7,2024-05-02 00:55:47.043606,2016.0
195,727,4,2016-04-28,2016-05-01,2016-05-01,2,7,2024-05-02 00:55:47.043606,2016.0
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,2024-05-02 00:55:47.043606,2016.0
197,127,4,2016-04-30,2016-05-03,2016-05-03,2,7,2024-05-02 00:55:47.043606,2016.0
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,2024-05-02 00:55:47.043606,2016.0
199,760,4,2016-05-01,2016-05-04,2016-05-04,2,7,2024-05-02 00:55:47.043606,2016.0
200,1074,4,2016-05-01,2016-05-03,2016-05-03,2,6,2024-05-02 00:55:47.043606,2016.0
201,280,4,2016-05-01,2016-05-04,2016-05-02,3,9,2024-05-02 00:55:47.043606,2016.0
202,600,4,2016-05-03,2016-05-05,2016-05-04,1,2,2024-05-02 00:55:47.043606,2016.0
203,1102,4,2016-05-03,2016-05-05,2016-05-06,3,9,2024-05-02 00:55:47.043606,2016.0
204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7,2024-05-02 00:55:47.043606,2016.0
205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6,2024-05-02 00:55:47.043606,2016.0
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,2024-05-02 00:55:47.043606,2016.0
207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,2024-05-02 00:55:47.043606,2016.0
208,815,4,2016-05-06,2016-05-07,2016-05-09,2,7,2024-05-02 00:55:47.043606,2016.0
209,514,4,2016-05-07,2016-05-08,2016-05-08,2,6,2024-05-02 00:55:47.043606,2016.0
210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6,2024-05-02 00:55:47.043606,2016.0
211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6,2024-05-02 00:55:47.043606,2016.0
212,1373,4,2016-05-08,2016-05-09,2016-05-11,2,6,2024-05-02 00:55:47.043606,2016.0
213,788,4,2016-05-08,2016-05-09,2016-05-09,3,8,2024-05-02 00:55:47.043606,2016.0
214,363,4,2016-05-10,2016-05-12,2016-05-11,2,6,2024-05-02 00:55:47.043606,2016.0
215,1420,4,2016-05-10,2016-05-13,2016-05-12,2,7,2024-05-02 00:55:47.043606,2016.0
216,267,4,2016-05-11,2016-05-14,2016-05-13,1,3,2024-05-02 00:55:47.043606,2016.0
217,716,4,2016-05-11,2016-05-12,2016-05-14,2,7,2024-05-02 00:55:47.043606,2016.0
218,1179,4,2016-05-12,2016-05-14,2016-05-14,2,7,2024-05-02 00:55:47.043606,2016.0
219,1338,4,2016-05-12,2016-05-15,2016-05-15,2,6,2024-05-02 00:55:47.043606,2016.0
220,1358,4,2016-05-12,2016-05-14,2016-05-15,2,6,2024-05-02 00:55:47.043606,2016.0
221,1218,4,2016-05-13,2016-05-16,2016-05-14,1,2,2024-05-02 00:55:47.043606,2016.0
222,51,4,2016-05-13,2016-05-16,2016-05-14,2,6,2024-05-02 00:55:47.043606,2016.0
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,2024-05-02 00:55:47.043606,2016.0
224,157,4,2016-05-17,2016-05-18,2016-05-19,1,3,2024-05-02 00:55:47.043606,2016.0
225,307,4,2016-05-17,2016-05-20,2016-05-19,1,3,2024-05-02 00:55:47.043606,2016.0
226,501,4,2016-05-17,2016-05-19,2016-05-20,1,2,2024-05-02 00:55:47.043606,2016.0
227,489,4,2016-05-17,2016-05-18,2016-05-20,2,7,2024-05-02 00:55:47.043606,2016.0
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7,2024-05-02 00:55:47.043606,2016.0
229,742,4,2016-05-19,2016-05-21,2016-05-20,2,6,2024-05-02 00:55:47.043606,2016.0
230,1167,4,2016-05-19,2016-05-20,2016-05-21,2,6,2024-05-02 00:55:47.043606,2016.0
231,1257,4,2016-05-19,2016-05-22,2016-05-21,2,6,2024-05-02 00:55:47.043606,2016.0
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3,2024-05-02 00:55:47.043606,2016.0
233,737,4,2016-05-21,2016-05-22,2016-05-24,2,6,2024-05-02 00:55:47.043606,2016.0
234,1435,4,2016-05-22,2016-05-24,2016-05-24,2,6,2024-05-02 00:55:47.043606,2016.0
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6,2024-05-02 00:55:47.043606,2016.0
236,206,4,2016-05-25,2016-05-27,2016-05-26,2,6,2024-05-02 00:55:47.043606,2016.0
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,2024-05-02 00:55:47.043606,2016.0
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,2024-05-02 00:55:47.043606,2016.0
239,13,3,2016-05-27,2016-05-27,UNKNOWN,3,9,2024-05-02 00:55:47.043606,2016.0
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,2024-05-02 00:55:47.043606,2016.0
241,1082,4,2016-05-27,2016-05-29,2016-05-29,2,7,2024-05-02 00:55:47.043606,2016.0
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7,2024-05-02 00:55:47.043606,2016.0
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,2024-05-02 00:55:47.043606,2016.0
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6,2024-05-02 00:55:47.043606,2016.0
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,2024-05-02 00:55:47.043606,2016.0
246,17,3,2016-05-30,2016-05-30,UNKNOWN,2,6,2024-05-02 00:55:47.043606,2016.0
247,928,4,2016-05-30,2016-06-01,2016-06-01,1,3,2024-05-02 00:55:47.043606,2016.0
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7,2024-05-02 00:55:47.043606,2016.0
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,2024-05-02 00:55:47.043606,2016.0
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7,2024-05-02 00:55:47.043606,2016.0
251,851,4,2016-06-01,2016-06-04,2016-06-04,2,7,2024-05-02 00:55:47.043606,2016.0
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8,2024-05-02 00:55:47.043606,2016.0
253,1267,4,2016-06-02,2016-06-05,2016-06-05,2,6,2024-05-02 00:55:47.043606,2016.0
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7,2024-05-02 00:55:47.043606,2016.0
255,801,4,2016-06-03,2016-06-06,2016-06-05,2,7,2024-05-02 00:55:47.043606,2016.0
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7,2024-05-02 00:55:47.043606,2016.0
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,2024-05-02 00:55:47.043606,2016.0
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,2024-05-02 00:55:47.043606,2016.0
259,413,4,2016-06-06,2016-06-09,2016-06-09,2,7,2024-05-02 00:55:47.043606,2016.0
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6,2024-05-02 00:55:47.043606,2016.0
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2,2024-05-02 00:55:47.043606,2016.0
262,579,4,2016-06-08,2016-06-11,2016-06-10,3,9,2024-05-02 00:55:47.043606,2016.0
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6,2024-05-02 00:55:47.043606,2016.0
264,5,3,2016-06-10,2016-06-10,UNKNOWN,1,3,2024-05-02 00:55:47.043606,2016.0
265,682,4,2016-06-10,2016-06-12,2016-06-11,2,7,2024-05-02 00:55:47.043606,2016.0
266,933,4,2016-06-10,2016-06-13,2016-06-13,2,7,2024-05-02 00:55:47.043606,2016.0
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,2024-05-02 00:55:47.043606,2016.0
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3,2024-05-02 00:55:47.043606,2016.0
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6,2024-05-02 00:55:47.043606,2016.0
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7,2024-05-02 00:55:47.043606,2016.0
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,2024-05-02 00:55:47.043606,2016.0
272,497,4,2016-06-15,2016-06-18,2016-06-16,2,7,2024-05-02 00:55:47.043606,2016.0
