,order_id,item_id,product_id,quantity,list_price,discount,Timestamp,EGP Rate,list_price_egp,product_name,brand_id,category_id,model_year,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Timestamp,order_year,late_delivery,latency days,day,weekend
18,15.0,1,12.0,2.0,549.99,0.07,2024-05-02 01:40:16.045001,47.6735,26219.948265,Electra Townie Original 21D - 2016,1,3,2016,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-05-02 00:55:47.043606,2016.0,True,-2 days +00:00:00,1.0,False
19,15.0,2,8.0,1.0,1799.99,0.07,2024-05-02 01:40:16.045001,47.6735,85811.823265,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-05-02 00:55:47.043606,2016.0,True,-2 days +00:00:00,1.0,False
20,15.0,3,18.0,2.0,449.0,0.05,2024-05-02 01:40:16.045001,47.6735,21405.4015,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-05-02 00:55:47.043606,2016.0,True,-2 days +00:00:00,1.0,False
21,15.0,4,23.0,2.0,299.99,0.2,2024-05-02 01:40:16.045001,47.6735,14301.573265,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-05-02 00:55:47.043606,2016.0,True,-2 days +00:00:00,1.0,False
22,16.0,1,8.0,1.0,1799.99,0.2,2024-05-02 01:40:16.045001,47.6735,85811.823265,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,4.0,False
23,16.0,2,21.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,4.0,False
24,16.0,3,13.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,4.0,False
25,16.0,4,14.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,4.0,False
26,17.0,1,8.0,1.0,1799.99,0.07,2024-05-02 01:40:16.045001,47.6735,85811.823265,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
27,17.0,2,23.0,1.0,299.99,0.1,2024-05-02 01:40:16.045001,47.6735,14301.573265,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
28,17.0,3,5.0,1.0,1320.99,0.1,2024-05-02 01:40:16.045001,47.6735,62976.216765,Heller Shagamaw Frame - 2016,3,6,2016,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
29,17.0,4,20.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001,47.6735,28603.623265,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
30,18.0,1,2.0,2.0,749.99,0.2,2024-05-02 01:40:16.045001,47.6735,35754.648265,Ritchey Timberwolf Frameset - 2016,5,6,2016,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,4.0,False
31,18.0,2,22.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,4.0,False
32,18.0,3,7.0,1.0,3999.99,0.1,2024-05-02 01:40:16.045001,47.6735,190693.523265,Trek Slash 8 27.5 - 2016,9,6,2016,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,4.0,False
33,18.0,4,25.0,2.0,499.99,0.05,2024-05-02 01:40:16.045001,47.6735,23836.273265,Electra Townie Original 7D - 2015/2016,1,2,2016,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,4.0,False
34,18.0,5,9.0,2.0,2999.99,0.1,2024-05-02 01:40:16.045001,47.6735,143020.02326499997,Trek Conduit+ - 2016,9,5,2016,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,4.0,False
35,19.0,1,10.0,1.0,1549.0,0.07,2024-05-02 01:40:16.045001,47.6735,73846.2515,Surly Straggler - 2016,8,4,2016,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,5.0,False
36,19.0,2,9.0,2.0,2999.99,0.2,2024-05-02 01:40:16.045001,47.6735,143020.02326499997,Trek Conduit+ - 2016,9,5,2016,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,5.0,False
37,20.0,1,9.0,1.0,2999.99,0.07,2024-05-02 01:40:16.045001,47.6735,143020.02326499997,Trek Conduit+ - 2016,9,5,2016,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,2024-05-02 00:55:47.043606,2016.0,True,-1 days +00:00:00,6.0,True
38,20.0,2,10.0,2.0,1549.0,0.07,2024-05-02 01:40:16.045001,47.6735,73846.2515,Surly Straggler - 2016,8,4,2016,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,2024-05-02 00:55:47.043606,2016.0,True,-1 days +00:00:00,6.0,True
39,21.0,1,14.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,2024-05-02 00:55:47.043606,2016.0,True,-2 days +00:00:00,0.0,True
40,21.0,2,17.0,1.0,429.0,0.1,2024-05-02 01:40:16.045001,47.6735,20451.9315,Pure Cycles Vine 8-Speed - 2016,4,3,2016,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,2024-05-02 00:55:47.043606,2016.0,True,-2 days +00:00:00,0.0,True
41,21.0,3,10.0,1.0,1549.0,0.07,2024-05-02 01:40:16.045001,47.6735,73846.2515,Surly Straggler - 2016,8,4,2016,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,2024-05-02 00:55:47.043606,2016.0,True,-2 days +00:00:00,0.0,True
42,22.0,1,15.0,2.0,529.99,0.2,2024-05-02 01:40:16.045001,47.6735,25266.478265,Electra Moto 1 - 2016,1,3,2016,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,6.0,True
43,22.0,2,22.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,6.0,True
44,23.0,1,4.0,2.0,2899.99,0.05,2024-05-02 01:40:16.045001,47.6735,138252.673265,Trek Fuel EX 8 29 - 2016,9,6,2016,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,1.0,False
45,23.0,2,23.0,2.0,299.99,0.1,2024-05-02 01:40:16.045001,47.6735,14301.573265,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,1.0,False
46,23.0,3,13.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,1.0,False
47,24.0,1,3.0,2.0,999.99,0.1,2024-05-02 01:40:16.045001,47.6735,47673.023265,Surly Wednesday Frameset - 2016,8,6,2016,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,1.0,False
48,24.0,2,18.0,2.0,449.0,0.07,2024-05-02 01:40:16.045001,47.6735,21405.4015,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,1.0,False
49,25.0,1,23.0,2.0,299.99,0.2,2024-05-02 01:40:16.045001,47.6735,14301.573265,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
50,25.0,2,10.0,2.0,1549.0,0.2,2024-05-02 01:40:16.045001,47.6735,73846.2515,Surly Straggler - 2016,8,4,2016,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
51,25.0,3,22.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
52,25.0,4,14.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
53,25.0,5,21.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
54,26.0,1,7.0,1.0,3999.99,0.05,2024-05-02 01:40:16.045001,47.6735,190693.523265,Trek Slash 8 27.5 - 2016,9,6,2016,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,1.0,False
55,26.0,2,2.0,1.0,749.99,0.2,2024-05-02 01:40:16.045001,47.6735,35754.648265,Ritchey Timberwolf Frameset - 2016,5,6,2016,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,1.0,False
56,26.0,3,12.0,1.0,549.99,0.2,2024-05-02 01:40:16.045001,47.6735,26219.948265,Electra Townie Original 21D - 2016,1,3,2016,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,1.0,False
57,26.0,4,21.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,1.0,False
58,27.0,1,5.0,1.0,1320.99,0.2,2024-05-02 01:40:16.045001,47.6735,62976.216765,Heller Shagamaw Frame - 2016,3,6,2016,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,2.0,False
59,27.0,2,19.0,1.0,449.0,0.2,2024-05-02 01:40:16.045001,47.6735,21405.4015,Pure Cycles William 3-Speed - 2016,4,3,2016,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,2.0,False
60,27.0,3,26.0,2.0,599.99,0.07,2024-05-02 01:40:16.045001,47.6735,28603.623265,Electra Townie Original 7D EQ - 2016,1,2,2016,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,2.0,False
61,27.0,4,8.0,1.0,1799.99,0.07,2024-05-02 01:40:16.045001,47.6735,85811.823265,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,2.0,False
62,28.0,1,5.0,1.0,1320.99,0.05,2024-05-02 01:40:16.045001,47.6735,62976.216765,Heller Shagamaw Frame - 2016,3,6,2016,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,-1 days +00:00:00,3.0,False
63,28.0,2,7.0,2.0,3999.99,0.2,2024-05-02 01:40:16.045001,47.6735,190693.523265,Trek Slash 8 27.5 - 2016,9,6,2016,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,-1 days +00:00:00,3.0,False
64,28.0,3,14.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,-1 days +00:00:00,3.0,False
65,28.0,4,6.0,1.0,469.99,0.05,2024-05-02 01:40:16.045001,47.6735,22406.068265,Surly Ice Cream Truck Frameset - 2016,8,6,2016,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,-1 days +00:00:00,3.0,False
66,29.0,1,24.0,2.0,549.99,0.05,2024-05-02 01:40:16.045001,47.6735,26219.948265,Electra Townie Original 21D - 2016,1,2,2016,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,3.0,False
67,29.0,2,6.0,1.0,469.99,0.2,2024-05-02 01:40:16.045001,47.6735,22406.068265,Surly Ice Cream Truck Frameset - 2016,8,6,2016,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,3.0,False
68,29.0,3,21.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,3.0,False
69,29.0,4,8.0,1.0,1799.99,0.2,2024-05-02 01:40:16.045001,47.6735,85811.823265,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,3.0,False
70,29.0,5,14.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,3.0,False
71,30.0,1,26.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001,47.6735,28603.623265,Electra Townie Original 7D EQ - 2016,1,2,2016,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
72,30.0,2,17.0,1.0,429.0,0.07,2024-05-02 01:40:16.045001,47.6735,20451.9315,Pure Cycles Vine 8-Speed - 2016,4,3,2016,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
73,30.0,3,19.0,1.0,449.0,0.1,2024-05-02 01:40:16.045001,47.6735,21405.4015,Pure Cycles William 3-Speed - 2016,4,3,2016,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
74,30.0,4,4.0,1.0,2899.99,0.1,2024-05-02 01:40:16.045001,47.6735,138252.673265,Trek Fuel EX 8 29 - 2016,9,6,2016,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
75,30.0,5,7.0,2.0,3999.99,0.1,2024-05-02 01:40:16.045001,47.6735,190693.523265,Trek Slash 8 27.5 - 2016,9,6,2016,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,3.0,False
76,31.0,1,11.0,2.0,1680.99,0.05,2024-05-02 01:40:16.045001,47.6735,80138.676765,Surly Straggler 650b - 2016,8,4,2016,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,4.0,False
77,31.0,2,9.0,2.0,2999.99,0.2,2024-05-02 01:40:16.045001,47.6735,143020.02326499997,Trek Conduit+ - 2016,9,5,2016,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,4.0,False
78,32.0,1,8.0,2.0,1799.99,0.07,2024-05-02 01:40:16.045001,47.6735,85811.823265,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,4.0,False
79,32.0,2,12.0,2.0,549.99,0.07,2024-05-02 01:40:16.045001,47.6735,26219.948265,Electra Townie Original 21D - 2016,1,3,2016,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,4.0,False
80,32.0,3,25.0,2.0,499.99,0.1,2024-05-02 01:40:16.045001,47.6735,23836.273265,Electra Townie Original 7D - 2015/2016,1,2,2016,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,4.0,False
81,33.0,1,23.0,2.0,299.99,0.07,2024-05-02 01:40:16.045001,47.6735,14301.573265,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,4.0,False
82,33.0,2,7.0,1.0,3999.99,0.1,2024-05-02 01:40:16.045001,47.6735,190693.523265,Trek Slash 8 27.5 - 2016,9,6,2016,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,4.0,False
83,34.0,1,8.0,2.0,1799.99,0.07,2024-05-02 01:40:16.045001,47.6735,85811.823265,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,5.0,False
84,34.0,2,10.0,2.0,1549.0,0.1,2024-05-02 01:40:16.045001,47.6735,73846.2515,Surly Straggler - 2016,8,4,2016,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,5.0,False
85,34.0,3,17.0,2.0,429.0,0.2,2024-05-02 01:40:16.045001,47.6735,20451.9315,Pure Cycles Vine 8-Speed - 2016,4,3,2016,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,2024-05-02 00:55:47.043606,2016.0,False,2 days 00:00:00,5.0,False
86,35.0,1,18.0,1.0,449.0,0.05,2024-05-02 01:40:16.045001,47.6735,21405.4015,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,6.0,True
87,35.0,2,20.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001,47.6735,28603.623265,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,6.0,True
88,35.0,3,5.0,1.0,1320.99,0.2,2024-05-02 01:40:16.045001,47.6735,62976.216765,Heller Shagamaw Frame - 2016,3,6,2016,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,6.0,True
89,35.0,4,21.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,6.0,True
90,35.0,5,22.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,2024-05-02 00:55:47.043606,2016.0,False,1 days 00:00:00,6.0,True
91,36.0,1,9.0,1.0,2999.99,0.07,2024-05-02 01:40:16.045001,47.6735,143020.02326499997,Trek Conduit+ - 2016,9,5,2016,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,6.0,True
92,36.0,2,5.0,1.0,1320.99,0.05,2024-05-02 01:40:16.045001,47.6735,62976.216765,Heller Shagamaw Frame - 2016,3,6,2016,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,2024-05-02 00:55:47.043606,2016.0,True,0 days 00:00:00,6.0,True
