order_id,item_id,product_id,quantity,list_price,discount,Timestamp
67.0,2,12.0,2.0,549.99,0.1,2024-05-02 01:40:16.045001
67.0,3,21.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001
67.0,4,5.0,2.0,1320.99,0.1,2024-05-02 01:40:16.045001
67.0,5,19.0,1.0,449.0,0.2,2024-05-02 01:40:16.045001
68.0,1,13.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
68.0,2,17.0,1.0,429.0,0.1,2024-05-02 01:40:16.045001
69.0,1,22.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
69.0,2,5.0,1.0,1320.99,0.2,2024-05-02 01:40:16.045001
69.0,3,10.0,1.0,1549.0,0.05,2024-05-02 01:40:16.045001
70.0,1,3.0,2.0,999.99,0.05,2024-05-02 01:40:16.045001
70.0,2,18.0,1.0,449.0,0.2,2024-05-02 01:40:16.045001
70.0,3,20.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001
71.0,1,26.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001
71.0,2,24.0,1.0,549.99,0.2,2024-05-02 01:40:16.045001
71.0,3,18.0,1.0,449.0,0.1,2024-05-02 01:40:16.045001
72.0,1,17.0,2.0,429.0,0.07,2024-05-02 01:40:16.045001
72.0,2,12.0,1.0,549.99,0.05,2024-05-02 01:40:16.045001
72.0,3,13.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
73.0,1,22.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001
73.0,2,26.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001
73.0,3,3.0,2.0,999.99,0.07,2024-05-02 01:40:16.045001
73.0,4,25.0,1.0,499.99,0.07,2024-05-02 01:40:16.045001
73.0,5,23.0,2.0,299.99,0.2,2024-05-02 01:40:16.045001
74.0,1,16.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001
74.0,2,6.0,1.0,469.99,0.07,2024-05-02 01:40:16.045001
75.0,1,3.0,1.0,999.99,0.1,2024-05-02 01:40:16.045001
75.0,2,7.0,2.0,3999.99,0.07,2024-05-02 01:40:16.045001
75.0,3,15.0,1.0,529.99,0.2,2024-05-02 01:40:16.045001
76.0,1,12.0,1.0,549.99,0.05,2024-05-02 01:40:16.045001
76.0,2,11.0,2.0,1680.99,0.1,2024-05-02 01:40:16.045001
76.0,3,5.0,1.0,1320.99,0.07,2024-05-02 01:40:16.045001
77.0,1,20.0,1.0,599.99,0.07,2024-05-02 01:40:16.045001
77.0,2,24.0,2.0,549.99,0.1,2024-05-02 01:40:16.045001
77.0,3,26.0,1.0,599.99,0.2,2024-05-02 01:40:16.045001
77.0,4,25.0,1.0,499.99,0.2,2024-05-02 01:40:16.045001
78.0,1,17.0,1.0,429.0,0.07,2024-05-02 01:40:16.045001
78.0,2,19.0,1.0,449.0,0.2,2024-05-02 01:40:16.045001
78.0,3,18.0,2.0,449.0,0.1,2024-05-02 01:40:16.045001
78.0,4,14.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
79.0,1,9.0,2.0,2999.99,0.1,2024-05-02 01:40:16.045001
79.0,2,17.0,2.0,429.0,0.05,2024-05-02 01:40:16.045001
79.0,3,6.0,1.0,469.99,0.1,2024-05-02 01:40:16.045001
79.0,4,25.0,2.0,499.99,0.07,2024-05-02 01:40:16.045001
80.0,1,26.0,1.0,599.99,0.1,2024-05-02 01:40:16.045001
80.0,2,24.0,1.0,549.99,0.1,2024-05-02 01:40:16.045001
80.0,3,17.0,1.0,429.0,0.2,2024-05-02 01:40:16.045001
81.0,1,10.0,2.0,1549.0,0.2,2024-05-02 01:40:16.045001
81.0,2,23.0,2.0,299.99,0.05,2024-05-02 01:40:16.045001
81.0,3,25.0,2.0,499.99,0.05,2024-05-02 01:40:16.045001
82.0,1,25.0,2.0,499.99,0.1,2024-05-02 01:40:16.045001
82.0,2,11.0,2.0,1680.99,0.2,2024-05-02 01:40:16.045001
83.0,1,20.0,1.0,599.99,0.2,2024-05-02 01:40:16.045001
83.0,2,3.0,2.0,999.99,0.05,2024-05-02 01:40:16.045001
84.0,1,23.0,2.0,299.99,0.07,2024-05-02 01:40:16.045001
84.0,2,15.0,2.0,529.99,0.07,2024-05-02 01:40:16.045001
85.0,1,4.0,2.0,2899.99,0.05,2024-05-02 01:40:16.045001
85.0,2,18.0,1.0,449.0,0.07,2024-05-02 01:40:16.045001
86.0,1,9.0,2.0,2999.99,0.1,2024-05-02 01:40:16.045001
86.0,2,23.0,2.0,299.99,0.07,2024-05-02 01:40:16.045001
86.0,3,21.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001
86.0,4,15.0,1.0,529.99,0.1,2024-05-02 01:40:16.045001
87.0,1,20.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
87.0,2,23.0,2.0,299.99,0.1,2024-05-02 01:40:16.045001
88.0,1,10.0,1.0,1549.0,0.07,2024-05-02 01:40:16.045001
88.0,2,8.0,2.0,1799.99,0.1,2024-05-02 01:40:16.045001
88.0,3,7.0,1.0,3999.99,0.1,2024-05-02 01:40:16.045001
89.0,1,5.0,1.0,1320.99,0.05,2024-05-02 01:40:16.045001
89.0,2,6.0,2.0,469.99,0.1,2024-05-02 01:40:16.045001
90.0,1,3.0,1.0,999.99,0.1,2024-05-02 01:40:16.045001
90.0,2,6.0,1.0,469.99,0.07,2024-05-02 01:40:16.045001
91.0,1,11.0,1.0,1680.99,0.1,2024-05-02 01:40:16.045001
91.0,2,25.0,1.0,499.99,0.05,2024-05-02 01:40:16.045001
91.0,3,15.0,2.0,529.99,0.07,2024-05-02 01:40:16.045001
91.0,4,13.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
92.0,1,8.0,1.0,1799.99,0.1,2024-05-02 01:40:16.045001
93.0,1,22.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
93.0,2,17.0,1.0,429.0,0.05,2024-05-02 01:40:16.045001
93.0,3,21.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
93.0,4,2.0,1.0,749.99,0.2,2024-05-02 01:40:16.045001
93.0,5,10.0,2.0,1549.0,0.07,2024-05-02 01:40:16.045001
94.0,1,12.0,1.0,549.99,0.05,2024-05-02 01:40:16.045001
94.0,2,4.0,1.0,2899.99,0.2,2024-05-02 01:40:16.045001
94.0,3,11.0,1.0,1680.99,0.2,2024-05-02 01:40:16.045001
94.0,4,21.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
95.0,1,10.0,2.0,1549.0,0.2,2024-05-02 01:40:16.045001
95.0,2,19.0,1.0,449.0,0.1,2024-05-02 01:40:16.045001
95.0,3,8.0,2.0,1799.99,0.2,2024-05-02 01:40:16.045001
95.0,4,20.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001
96.0,1,26.0,1.0,599.99,0.1,2024-05-02 01:40:16.045001
96.0,2,23.0,1.0,299.99,0.05,2024-05-02 01:40:16.045001
97.0,1,20.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
97.0,2,2.0,1.0,749.99,0.07,2024-05-02 01:40:16.045001
97.0,3,6.0,2.0,469.99,0.2,2024-05-02 01:40:16.045001
97.0,4,19.0,1.0,449.0,0.1,2024-05-02 01:40:16.045001
98.0,1,19.0,1.0,449.0,0.07,2024-05-02 01:40:16.045001
98.0,2,21.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
98.0,3,2.0,1.0,749.99,0.2,2024-05-02 01:40:16.045001
98.0,4,22.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001
99.0,1,13.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001
99.0,2,21.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001
99.0,3,25.0,2.0,499.99,0.05,2024-05-02 01:40:16.045001
99.0,4,7.0,2.0,3999.99,0.07,2024-05-02 01:40:16.045001
99.0,5,23.0,2.0,299.99,0.2,2024-05-02 01:40:16.045001
100.0,1,12.0,2.0,549.99,0.05,2024-05-02 01:40:16.045001
100.0,2,11.0,2.0,1680.99,0.1,2024-05-02 01:40:16.045001
100.0,3,7.0,2.0,3999.99,0.2,2024-05-02 01:40:16.045001
100.0,4,16.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
100.0,5,24.0,2.0,549.99,0.1,2024-05-02 01:40:16.045001
101.0,1,12.0,2.0,549.99,0.2,2024-05-02 01:40:16.045001
102.0,1,15.0,1.0,529.99,0.05,2024-05-02 01:40:16.045001
102.0,2,22.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001
103.0,1,17.0,1.0,429.0,0.07,2024-05-02 01:40:16.045001
103.0,2,3.0,1.0,999.99,0.05,2024-05-02 01:40:16.045001
103.0,3,18.0,1.0,449.0,0.2,2024-05-02 01:40:16.045001
103.0,4,15.0,2.0,529.99,0.1,2024-05-02 01:40:16.045001
103.0,5,9.0,2.0,2999.99,0.1,2024-05-02 01:40:16.045001
104.0,1,19.0,2.0,449.0,0.1,2024-05-02 01:40:16.045001
104.0,2,26.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001
105.0,1,11.0,2.0,1680.99,0.2,2024-05-02 01:40:16.045001
105.0,2,3.0,1.0,999.99,0.05,2024-05-02 01:40:16.045001
105.0,3,9.0,1.0,2999.99,0.05,2024-05-02 01:40:16.045001
106.0,1,17.0,1.0,429.0,0.1,2024-05-02 01:40:16.045001
106.0,2,13.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
107.0,1,19.0,1.0,449.0,0.2,2024-05-02 01:40:16.045001
107.0,2,13.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
108.0,1,11.0,1.0,1680.99,0.1,2024-05-02 01:40:16.045001
108.0,2,22.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001
108.0,3,16.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001
109.0,1,22.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
109.0,2,6.0,1.0,469.99,0.07,2024-05-02 01:40:16.045001
110.0,1,14.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
111.0,1,14.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001
111.0,2,12.0,2.0,549.99,0.07,2024-05-02 01:40:16.045001
112.0,1,23.0,2.0,299.99,0.2,2024-05-02 01:40:16.045001
112.0,2,25.0,2.0,499.99,0.07,2024-05-02 01:40:16.045001
112.0,3,24.0,2.0,549.99,0.05,2024-05-02 01:40:16.045001
112.0,4,5.0,1.0,1320.99,0.2,2024-05-02 01:40:16.045001
113.0,1,12.0,2.0,549.99,0.07,2024-05-02 01:40:16.045001
113.0,2,24.0,2.0,549.99,0.1,2024-05-02 01:40:16.045001
113.0,3,6.0,1.0,469.99,0.07,2024-05-02 01:40:16.045001
113.0,4,23.0,1.0,299.99,0.2,2024-05-02 01:40:16.045001
113.0,5,5.0,2.0,1320.99,0.2,2024-05-02 01:40:16.045001
114.0,1,12.0,1.0,549.99,0.05,2024-05-02 01:40:16.045001
114.0,2,2.0,1.0,749.99,0.07,2024-05-02 01:40:16.045001
114.0,3,13.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
115.0,1,22.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001
115.0,2,19.0,1.0,449.0,0.1,2024-05-02 01:40:16.045001
116.0,1,26.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001
117.0,1,22.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001
117.0,2,26.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001
117.0,3,14.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001
117.0,4,19.0,1.0,449.0,0.05,2024-05-02 01:40:16.045001
118.0,1,18.0,1.0,449.0,0.07,2024-05-02 01:40:16.045001
118.0,2,4.0,1.0,2899.99,0.07,2024-05-02 01:40:16.045001
118.0,3,6.0,1.0,469.99,0.07,2024-05-02 01:40:16.045001
118.0,4,3.0,2.0,999.99,0.1,2024-05-02 01:40:16.045001
118.0,5,23.0,2.0,299.99,0.07,2024-05-02 01:40:16.045001
119.0,1,25.0,1.0,499.99,0.05,2024-05-02 01:40:16.045001
120.0,1,13.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001
120.0,2,6.0,2.0,469.99,0.05,2024-05-02 01:40:16.045001
120.0,3,10.0,2.0,1549.0,0.05,2024-05-02 01:40:16.045001
120.0,4,17.0,1.0,429.0,0.05,2024-05-02 01:40:16.045001
120.0,5,16.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001
121.0,1,5.0,1.0,1320.99,0.2,2024-05-02 01:40:16.045001
121.0,2,14.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001
121.0,3,4.0,2.0,2899.99,0.1,2024-05-02 01:40:16.045001
