store_id,product_id,quantity,Timestamp
1,48,5,2024-05-02 00:55:47.044600
1,49,8,2024-05-02 00:55:47.044600
1,50,29,2024-05-02 00:55:47.044600
1,51,2,2024-05-02 00:55:47.044600
1,52,18,2024-05-02 00:55:47.044600
1,53,17,2024-05-02 00:55:47.044600
1,54,11,2024-05-02 00:55:47.044600
1,55,11,2024-05-02 00:55:47.044600
1,56,15,2024-05-02 00:55:47.044600
1,57,1,2024-05-02 00:55:47.044600
1,58,1,2024-05-02 00:55:47.044600
1,59,22,2024-05-02 00:55:47.044600
1,60,19,2024-05-02 00:55:47.044600
1,61,30,2024-05-02 00:55:47.044600
1,62,21,2024-05-02 00:55:47.044600
1,63,4,2024-05-02 00:55:47.044600
1,64,30,2024-05-02 00:55:47.044600
1,65,10,2024-05-02 00:55:47.044600
1,66,12,2024-05-02 00:55:47.044600
1,67,19,2024-05-02 00:55:47.044600
1,68,30,2024-05-02 00:55:47.044600
1,69,4,2024-05-02 00:55:47.044600
1,70,3,2024-05-02 00:55:47.044600
1,71,25,2024-05-02 00:55:47.044600
1,72,9,2024-05-02 00:55:47.044600
1,73,7,2024-05-02 00:55:47.044600
1,74,9,2024-05-02 00:55:47.044600
1,75,23,2024-05-02 00:55:47.044600
1,76,15,2024-05-02 00:55:47.044600
1,77,16,2024-05-02 00:55:47.044600
1,78,13,2024-05-02 00:55:47.044600
1,79,13,2024-05-02 00:55:47.044600
1,80,11,2024-05-02 00:55:47.044600
1,81,25,2024-05-02 00:55:47.044600
1,82,1,2024-05-02 00:55:47.044600
1,83,13,2024-05-02 00:55:47.044600
1,84,11,2024-05-02 00:55:47.044600
1,85,23,2024-05-02 00:55:47.044600
1,86,19,2024-05-02 00:55:47.044600
1,87,27,2024-05-02 00:55:47.044600
1,88,7,2024-05-02 00:55:47.044600
1,89,9,2024-05-02 00:55:47.044600
1,90,4,2024-05-02 00:55:47.044600
1,91,8,2024-05-02 00:55:47.044600
1,92,0,2024-05-02 00:55:47.044600
1,93,22,2024-05-02 00:55:47.044600
1,94,6,2024-05-02 00:55:47.044600
1,95,25,2024-05-02 00:55:47.044600
1,96,20,2024-05-02 00:55:47.044600
1,97,20,2024-05-02 00:55:47.044600
1,98,28,2024-05-02 00:55:47.044600
1,99,28,2024-05-02 00:55:47.044600
1,100,15,2024-05-02 00:55:47.044600
1,101,17,2024-05-02 00:55:47.044600
1,102,9,2024-05-02 00:55:47.044600
1,103,13,2024-05-02 00:55:47.044600
1,104,25,2024-05-02 00:55:47.044600
1,105,7,2024-05-02 00:55:47.044600
1,106,30,2024-05-02 00:55:47.044600
1,107,20,2024-05-02 00:55:47.044600
1,108,15,2024-05-02 00:55:47.044600
1,109,30,2024-05-02 00:55:47.044600
1,110,1,2024-05-02 00:55:47.044600
1,111,11,2024-05-02 00:55:47.044600
1,112,17,2024-05-02 00:55:47.044600
1,113,24,2024-05-02 00:55:47.044600
1,114,3,2024-05-02 00:55:47.044600
1,115,10,2024-05-02 00:55:47.044600
1,116,24,2024-05-02 00:55:47.044600
1,117,15,2024-05-02 00:55:47.044600
1,118,12,2024-05-02 00:55:47.044600
1,119,17,2024-05-02 00:55:47.044600
1,120,23,2024-05-02 00:55:47.044600
1,121,19,2024-05-02 00:55:47.044600
1,122,22,2024-05-02 00:55:47.044600
1,123,8,2024-05-02 00:55:47.044600
1,124,23,2024-05-02 00:55:47.044600
1,125,22,2024-05-02 00:55:47.044600
1,126,28,2024-05-02 00:55:47.044600
1,127,12,2024-05-02 00:55:47.044600
1,128,11,2024-05-02 00:55:47.044600
1,129,21,2024-05-02 00:55:47.044600
1,130,22,2024-05-02 00:55:47.044600
1,131,20,2024-05-02 00:55:47.044600
1,132,1,2024-05-02 00:55:47.044600
1,133,9,2024-05-02 00:55:47.044600
1,134,26,2024-05-02 00:55:47.044600
1,135,15,2024-05-02 00:55:47.044600
1,136,12,2024-05-02 00:55:47.044600
1,137,12,2024-05-02 00:55:47.044600
1,138,6,2024-05-02 00:55:47.044600
1,139,17,2024-05-02 00:55:47.044600
1,140,3,2024-05-02 00:55:47.044600
1,141,21,2024-05-02 00:55:47.044600
1,142,22,2024-05-02 00:55:47.044600
1,143,19,2024-05-02 00:55:47.044600
1,144,7,2024-05-02 00:55:47.044600
1,145,5,2024-05-02 00:55:47.044600
1,146,6,2024-05-02 00:55:47.044600
1,147,8,2024-05-02 00:55:47.044600
1,148,6,2024-05-02 00:55:47.044600
1,149,1,2024-05-02 00:55:47.044600
1,150,22,2024-05-02 00:55:47.044600
1,151,24,2024-05-02 00:55:47.044600
1,152,12,2024-05-02 00:55:47.044600
1,153,25,2024-05-02 00:55:47.044600
1,154,13,2024-05-02 00:55:47.044600
1,155,8,2024-05-02 00:55:47.044600
1,156,13,2024-05-02 00:55:47.044600
1,157,25,2024-05-02 00:55:47.044600
1,158,11,2024-05-02 00:55:47.044600
1,159,18,2024-05-02 00:55:47.044600
1,160,0,2024-05-02 00:55:47.044600
1,161,17,2024-05-02 00:55:47.044600
1,162,14,2024-05-02 00:55:47.044600
1,163,0,2024-05-02 00:55:47.044600
1,164,15,2024-05-02 00:55:47.044600
1,165,16,2024-05-02 00:55:47.044600
1,166,23,2024-05-02 00:55:47.044600
1,167,28,2024-05-02 00:55:47.044600
1,168,0,2024-05-02 00:55:47.044600
1,169,25,2024-05-02 00:55:47.044600
1,170,14,2024-05-02 00:55:47.044600
1,171,3,2024-05-02 00:55:47.044600
1,172,3,2024-05-02 00:55:47.044600
1,173,2,2024-05-02 00:55:47.044600
1,174,26,2024-05-02 00:55:47.044600
1,175,2,2024-05-02 00:55:47.044600
1,176,11,2024-05-02 00:55:47.044600
1,177,19,2024-05-02 00:55:47.044600
1,178,23,2024-05-02 00:55:47.044600
1,179,16,2024-05-02 00:55:47.044600
1,180,5,2024-05-02 00:55:47.044600
1,181,19,2024-05-02 00:55:47.044600
1,182,28,2024-05-02 00:55:47.044600
1,183,11,2024-05-02 00:55:47.044600
1,184,4,2024-05-02 00:55:47.044600
1,185,3,2024-05-02 00:55:47.044600
1,186,1,2024-05-02 00:55:47.044600
1,187,16,2024-05-02 00:55:47.044600
1,188,30,2024-05-02 00:55:47.044600
1,189,6,2024-05-02 00:55:47.044600
1,190,21,2024-05-02 00:55:47.044600
1,191,21,2024-05-02 00:55:47.044600
1,192,20,2024-05-02 00:55:47.044600
1,193,30,2024-05-02 00:55:47.044600
1,194,24,2024-05-02 00:55:47.044600
1,195,1,2024-05-02 00:55:47.044600
1,196,26,2024-05-02 00:55:47.044600
1,197,22,2024-05-02 00:55:47.044600
1,198,1,2024-05-02 00:55:47.044600
1,199,2,2024-05-02 00:55:47.044600
1,200,27,2024-05-02 00:55:47.044600
1,201,16,2024-05-02 00:55:47.044600
1,202,5,2024-05-02 00:55:47.044600
1,203,4,2024-05-02 00:55:47.044600
1,204,23,2024-05-02 00:55:47.044600
1,205,9,2024-05-02 00:55:47.044600
1,206,10,2024-05-02 00:55:47.044600
1,207,27,2024-05-02 00:55:47.044600
1,208,13,2024-05-02 00:55:47.044600
1,209,22,2024-05-02 00:55:47.044600
1,210,25,2024-05-02 00:55:47.044600
1,211,13,2024-05-02 00:55:47.044600
1,212,17,2024-05-02 00:55:47.044600
1,213,14,2024-05-02 00:55:47.044600
1,214,4,2024-05-02 00:55:47.044600
1,215,1,2024-05-02 00:55:47.044600
1,216,11,2024-05-02 00:55:47.044600
1,217,11,2024-05-02 00:55:47.044600
1,218,27,2024-05-02 00:55:47.044600
1,219,30,2024-05-02 00:55:47.044600
1,220,4,2024-05-02 00:55:47.044600
1,221,7,2024-05-02 00:55:47.044600
1,222,12,2024-05-02 00:55:47.044600
1,223,3,2024-05-02 00:55:47.044600
1,224,16,2024-05-02 00:55:47.044600
1,225,24,2024-05-02 00:55:47.044600
1,226,18,2024-05-02 00:55:47.044600
1,227,19,2024-05-02 00:55:47.044600
1,228,22,2024-05-02 00:55:47.044600
1,229,27,2024-05-02 00:55:47.044600
1,230,7,2024-05-02 00:55:47.044600
1,231,25,2024-05-02 00:55:47.044600
1,232,5,2024-05-02 00:55:47.044600
1,233,5,2024-05-02 00:55:47.044600
1,234,13,2024-05-02 00:55:47.044600
1,235,7,2024-05-02 00:55:47.044600
1,236,18,2024-05-02 00:55:47.044600
1,237,26,2024-05-02 00:55:47.044600
1,238,20,2024-05-02 00:55:47.044600
1,239,28,2024-05-02 00:55:47.044600
1,240,17,2024-05-02 00:55:47.044600
1,241,17,2024-05-02 00:55:47.044600
1,242,10,2024-05-02 00:55:47.044600
1,243,11,2024-05-02 00:55:47.044600
1,244,10,2024-05-02 00:55:47.044600
1,245,3,2024-05-02 00:55:47.044600
1,246,0,2024-05-02 00:55:47.044600
1,247,15,2024-05-02 00:55:47.044600
1,248,14,2024-05-02 00:55:47.044600
1,249,27,2024-05-02 00:55:47.044600
1,250,3,2024-05-02 00:55:47.044600
1,251,2,2024-05-02 00:55:47.044600
1,252,28,2024-05-02 00:55:47.044600
1,253,16,2024-05-02 00:55:47.044600
1,254,24,2024-05-02 00:55:47.044600
1,255,13,2024-05-02 00:55:47.044600
1,256,20,2024-05-02 00:55:47.044600
1,257,17,2024-05-02 00:55:47.044600
1,258,25,2024-05-02 00:55:47.044600
1,259,10,2024-05-02 00:55:47.044600
1,260,20,2024-05-02 00:55:47.044600
1,261,3,2024-05-02 00:55:47.044600
1,262,6,2024-05-02 00:55:47.044600
1,263,21,2024-05-02 00:55:47.044600
1,264,16,2024-05-02 00:55:47.044600
1,265,28,2024-05-02 00:55:47.044600
1,266,1,2024-05-02 00:55:47.044600
1,267,27,2024-05-02 00:55:47.044600
1,268,23,2024-05-02 00:55:47.044600
1,269,22,2024-05-02 00:55:47.044600
1,270,16,2024-05-02 00:55:47.044600
1,271,6,2024-05-02 00:55:47.044600
1,272,14,2024-05-02 00:55:47.044600
1,273,20,2024-05-02 00:55:47.044600
1,274,19,2024-05-02 00:55:47.044600
1,275,28,2024-05-02 00:55:47.044600
1,276,7,2024-05-02 00:55:47.044600
1,277,13,2024-05-02 00:55:47.044600
1,278,17,2024-05-02 00:55:47.044600
1,279,17,2024-05-02 00:55:47.044600
1,280,23,2024-05-02 00:55:47.044600
1,281,11,2024-05-02 00:55:47.044600
1,282,6,2024-05-02 00:55:47.044600
1,283,10,2024-05-02 00:55:47.044600
1,284,27,2024-05-02 00:55:47.044600
1,285,20,2024-05-02 00:55:47.044600
1,286,28,2024-05-02 00:55:47.044600
1,287,2,2024-05-02 00:55:47.044600
1,288,9,2024-05-02 00:55:47.044600
1,289,2,2024-05-02 00:55:47.044600
1,290,8,2024-05-02 00:55:47.044600
1,291,9,2024-05-02 00:55:47.044600
1,292,30,2024-05-02 00:55:47.044600
1,293,18,2024-05-02 00:55:47.044600
1,294,3,2024-05-02 00:55:47.044600
1,295,24,2024-05-02 00:55:47.044600
1,296,9,2024-05-02 00:55:47.044600
1,297,22,2024-05-02 00:55:47.044600
1,298,26,2024-05-02 00:55:47.044600
1,299,18,2024-05-02 00:55:47.044600
1,300,7,2024-05-02 00:55:47.044600
1,301,10,2024-05-02 00:55:47.044600
1,302,0,2024-05-02 00:55:47.044600
1,303,12,2024-05-02 00:55:47.044600
1,304,15,2024-05-02 00:55:47.044600
1,305,23,2024-05-02 00:55:47.044600
1,306,21,2024-05-02 00:55:47.044600
1,307,17,2024-05-02 00:55:47.044600
1,308,23,2024-05-02 00:55:47.044600
1,309,7,2024-05-02 00:55:47.044600
1,310,18,2024-05-02 00:55:47.044600
1,311,20,2024-05-02 00:55:47.044600
1,312,23,2024-05-02 00:55:47.044600
1,313,14,2024-05-02 00:55:47.044600
2,1,14,2024-05-02 00:55:47.044600
2,2,16,2024-05-02 00:55:47.044600
2,3,28,2024-05-02 00:55:47.044600
2,4,2,2024-05-02 00:55:47.044600
2,5,1,2024-05-02 00:55:47.044600
2,6,11,2024-05-02 00:55:47.044600
2,7,8,2024-05-02 00:55:47.044600
2,8,1,2024-05-02 00:55:47.044600
2,9,17,2024-05-02 00:55:47.044600
2,10,13,2024-05-02 00:55:47.044600
2,11,21,2024-05-02 00:55:47.044600
2,12,2,2024-05-02 00:55:47.044600
2,13,1,2024-05-02 00:55:47.044600
2,14,18,2024-05-02 00:55:47.044600
2,15,6,2024-05-02 00:55:47.044600
2,16,20,2024-05-02 00:55:47.044600
2,17,3,2024-05-02 00:55:47.044600
2,18,13,2024-05-02 00:55:47.044600
2,19,15,2024-05-02 00:55:47.044600
2,20,20,2024-05-02 00:55:47.044600
2,21,16,2024-05-02 00:55:47.044600
2,22,0,2024-05-02 00:55:47.044600
2,23,12,2024-05-02 00:55:47.044600
2,24,16,2024-05-02 00:55:47.044600
2,25,18,2024-05-02 00:55:47.044600
2,26,2,2024-05-02 00:55:47.044600
2,27,10,2024-05-02 00:55:47.044600
2,28,25,2024-05-02 00:55:47.044600
2,29,29,2024-05-02 00:55:47.044600
2,30,17,2024-05-02 00:55:47.044600
2,31,10,2024-05-02 00:55:47.044600
2,32,13,2024-05-02 00:55:47.044600
2,33,8,2024-05-02 00:55:47.044600
2,34,24,2024-05-02 00:55:47.044600
2,35,25,2024-05-02 00:55:47.044600
2,36,15,2024-05-02 00:55:47.044600
2,37,5,2024-05-02 00:55:47.044600
2,38,18,2024-05-02 00:55:47.044600
2,39,28,2024-05-02 00:55:47.044600
2,40,15,2024-05-02 00:55:47.044600
2,41,6,2024-05-02 00:55:47.044600
2,42,16,2024-05-02 00:55:47.044600
2,43,2,2024-05-02 00:55:47.044600
2,44,24,2024-05-02 00:55:47.044600
2,45,13,2024-05-02 00:55:47.044600
2,46,18,2024-05-02 00:55:47.044600
2,47,0,2024-05-02 00:55:47.044600
2,48,20,2024-05-02 00:55:47.044600
2,49,4,2024-05-02 00:55:47.044600
2,50,7,2024-05-02 00:55:47.044600
2,51,8,2024-05-02 00:55:47.044600
2,52,23,2024-05-02 00:55:47.044600
2,53,19,2024-05-02 00:55:47.044600
2,54,6,2024-05-02 00:55:47.044600
2,55,5,2024-05-02 00:55:47.044600
2,56,20,2024-05-02 00:55:47.044600
2,57,27,2024-05-02 00:55:47.044600
2,58,15,2024-05-02 00:55:47.044600
2,59,17,2024-05-02 00:55:47.044600
2,60,1,2024-05-02 00:55:47.044600
2,61,20,2024-05-02 00:55:47.044600
2,62,4,2024-05-02 00:55:47.044600
2,63,5,2024-05-02 00:55:47.044600
2,64,30,2024-05-02 00:55:47.044600
2,65,16,2024-05-02 00:55:47.044600
2,66,22,2024-05-02 00:55:47.044600
2,67,8,2024-05-02 00:55:47.044600
2,68,23,2024-05-02 00:55:47.044600
2,69,22,2024-05-02 00:55:47.044600
2,70,6,2024-05-02 00:55:47.044600
2,71,30,2024-05-02 00:55:47.044600
2,72,1,2024-05-02 00:55:47.044600
2,73,20,2024-05-02 00:55:47.044600
2,74,23,2024-05-02 00:55:47.044600
2,75,11,2024-05-02 00:55:47.044600
2,76,20,2024-05-02 00:55:47.044600
2,77,25,2024-05-02 00:55:47.044600
2,78,4,2024-05-02 00:55:47.044600
2,79,29,2024-05-02 00:55:47.044600
2,80,27,2024-05-02 00:55:47.044600
2,81,19,2024-05-02 00:55:47.044600
2,82,4,2024-05-02 00:55:47.044600
2,83,21,2024-05-02 00:55:47.044600
2,84,22,2024-05-02 00:55:47.044600
2,85,6,2024-05-02 00:55:47.044600
2,86,24,2024-05-02 00:55:47.044600
2,87,14,2024-05-02 00:55:47.044600
2,88,8,2024-05-02 00:55:47.044600
2,89,8,2024-05-02 00:55:47.044600
2,90,26,2024-05-02 00:55:47.044600
2,91,0,2024-05-02 00:55:47.044600
2,92,22,2024-05-02 00:55:47.044600
2,93,22,2024-05-02 00:55:47.044600
2,94,2,2024-05-02 00:55:47.044600
2,95,10,2024-05-02 00:55:47.044600
2,96,22,2024-05-02 00:55:47.044600
2,97,15,2024-05-02 00:55:47.044600
2,98,14,2024-05-02 00:55:47.044600
2,99,24,2024-05-02 00:55:47.044600
2,100,12,2024-05-02 00:55:47.044600
2,101,4,2024-05-02 00:55:47.044600
2,102,12,2024-05-02 00:55:47.044600
2,103,1,2024-05-02 00:55:47.044600
2,104,26,2024-05-02 00:55:47.044600
2,105,3,2024-05-02 00:55:47.044600
2,106,7,2024-05-02 00:55:47.044600
2,107,29,2024-05-02 00:55:47.044600
2,108,29,2024-05-02 00:55:47.044600
2,109,25,2024-05-02 00:55:47.044600
2,110,7,2024-05-02 00:55:47.044600
2,111,6,2024-05-02 00:55:47.044600
2,112,1,2024-05-02 00:55:47.044600
2,113,7,2024-05-02 00:55:47.044600
2,114,12,2024-05-02 00:55:47.044600
2,115,19,2024-05-02 00:55:47.044600
2,116,17,2024-05-02 00:55:47.044600
2,117,18,2024-05-02 00:55:47.044600
2,118,25,2024-05-02 00:55:47.044600
2,119,23,2024-05-02 00:55:47.044600
2,120,16,2024-05-02 00:55:47.044600
2,121,3,2024-05-02 00:55:47.044600
2,122,11,2024-05-02 00:55:47.044600
2,123,18,2024-05-02 00:55:47.044600
2,124,4,2024-05-02 00:55:47.044600
2,125,10,2024-05-02 00:55:47.044600
2,126,13,2024-05-02 00:55:47.044600
2,127,12,2024-05-02 00:55:47.044600
2,128,28,2024-05-02 00:55:47.044600
2,129,21,2024-05-02 00:55:47.044600
2,130,17,2024-05-02 00:55:47.044600
2,131,9,2024-05-02 00:55:47.044600
2,132,6,2024-05-02 00:55:47.044600
2,133,28,2024-05-02 00:55:47.044600
2,134,13,2024-05-02 00:55:47.044600
2,135,30,2024-05-02 00:55:47.044600
2,136,8,2024-05-02 00:55:47.044600
2,137,1,2024-05-02 00:55:47.044600
2,138,16,2024-05-02 00:55:47.044600
2,139,24,2024-05-02 00:55:47.044600
2,140,13,2024-05-02 00:55:47.044600
2,141,28,2024-05-02 00:55:47.044600
2,142,24,2024-05-02 00:55:47.044600
2,143,12,2024-05-02 00:55:47.044600
2,144,4,2024-05-02 00:55:47.044600
2,145,23,2024-05-02 00:55:47.044600
2,146,3,2024-05-02 00:55:47.044600
2,147,13,2024-05-02 00:55:47.044600
2,148,27,2024-05-02 00:55:47.044600
2,149,22,2024-05-02 00:55:47.044600
2,150,7,2024-05-02 00:55:47.044600
2,151,2,2024-05-02 00:55:47.044600
2,152,21,2024-05-02 00:55:47.044600
2,153,21,2024-05-02 00:55:47.044600
2,154,9,2024-05-02 00:55:47.044600
2,155,21,2024-05-02 00:55:47.044600
2,156,8,2024-05-02 00:55:47.044600
2,157,28,2024-05-02 00:55:47.044600
2,158,0,2024-05-02 00:55:47.044600
2,159,30,2024-05-02 00:55:47.044600
2,160,4,2024-05-02 00:55:47.044600
2,161,9,2024-05-02 00:55:47.044600
2,162,18,2024-05-02 00:55:47.044600
2,163,30,2024-05-02 00:55:47.044600
2,164,9,2024-05-02 00:55:47.044600
2,165,6,2024-05-02 00:55:47.044600
2,166,27,2024-05-02 00:55:47.044600
2,167,1,2024-05-02 00:55:47.044600
2,168,29,2024-05-02 00:55:47.044600
2,169,1,2024-05-02 00:55:47.044600
2,170,2,2024-05-02 00:55:47.044600
2,171,28,2024-05-02 00:55:47.044600
2,172,16,2024-05-02 00:55:47.044600
2,173,17,2024-05-02 00:55:47.044600
2,174,8,2024-05-02 00:55:47.044600
2,175,0,2024-05-02 00:55:47.044600
2,176,26,2024-05-02 00:55:47.044600
2,177,9,2024-05-02 00:55:47.044600
2,178,1,2024-05-02 00:55:47.044600
2,179,16,2024-05-02 00:55:47.044600
2,180,3,2024-05-02 00:55:47.044600
2,181,29,2024-05-02 00:55:47.044600
2,182,21,2024-05-02 00:55:47.044600
2,183,26,2024-05-02 00:55:47.044600
2,184,0,2024-05-02 00:55:47.044600
2,185,4,2024-05-02 00:55:47.044600
2,186,16,2024-05-02 00:55:47.044600
2,187,10,2024-05-02 00:55:47.044600
2,188,27,2024-05-02 00:55:47.044600
2,189,13,2024-05-02 00:55:47.044600
2,190,18,2024-05-02 00:55:47.044600
2,191,15,2024-05-02 00:55:47.044600
2,192,0,2024-05-02 00:55:47.044600
2,193,21,2024-05-02 00:55:47.044600
2,194,15,2024-05-02 00:55:47.044600
2,195,19,2024-05-02 00:55:47.044600
2,196,28,2024-05-02 00:55:47.044600
2,197,10,2024-05-02 00:55:47.044600
2,198,0,2024-05-02 00:55:47.044600
2,199,13,2024-05-02 00:55:47.044600
2,200,11,2024-05-02 00:55:47.044600
2,201,24,2024-05-02 00:55:47.044600
2,202,1,2024-05-02 00:55:47.044600
2,203,7,2024-05-02 00:55:47.044600
2,204,25,2024-05-02 00:55:47.044600
2,205,13,2024-05-02 00:55:47.044600
2,206,9,2024-05-02 00:55:47.044600
2,207,8,2024-05-02 00:55:47.044600
2,208,12,2024-05-02 00:55:47.044600
2,209,11,2024-05-02 00:55:47.044600
2,210,10,2024-05-02 00:55:47.044600
2,211,4,2024-05-02 00:55:47.044600
2,212,22,2024-05-02 00:55:47.044600
2,213,10,2024-05-02 00:55:47.044600
2,214,7,2024-05-02 00:55:47.044600
2,215,11,2024-05-02 00:55:47.044600
2,216,19,2024-05-02 00:55:47.044600
2,217,22,2024-05-02 00:55:47.044600
2,218,26,2024-05-02 00:55:47.044600
2,219,16,2024-05-02 00:55:47.044600
2,220,6,2024-05-02 00:55:47.044600
2,221,12,2024-05-02 00:55:47.044600
2,222,30,2024-05-02 00:55:47.044600
2,223,7,2024-05-02 00:55:47.044600
2,224,4,2024-05-02 00:55:47.044600
2,225,11,2024-05-02 00:55:47.044600
2,226,5,2024-05-02 00:55:47.044600
2,227,12,2024-05-02 00:55:47.044600
2,228,7,2024-05-02 00:55:47.044600
2,229,29,2024-05-02 00:55:47.044600
2,230,25,2024-05-02 00:55:47.044600
2,231,8,2024-05-02 00:55:47.044600
2,232,11,2024-05-02 00:55:47.044600
2,233,25,2024-05-02 00:55:47.044600
2,234,12,2024-05-02 00:55:47.044600
2,235,4,2024-05-02 00:55:47.044600
2,236,7,2024-05-02 00:55:47.044600
2,237,30,2024-05-02 00:55:47.044600
2,238,6,2024-05-02 00:55:47.044600
2,239,17,2024-05-02 00:55:47.044600
2,240,19,2024-05-02 00:55:47.044600
2,241,24,2024-05-02 00:55:47.044600
2,242,2,2024-05-02 00:55:47.044600
2,243,18,2024-05-02 00:55:47.044600
2,244,1,2024-05-02 00:55:47.044600
2,245,18,2024-05-02 00:55:47.044600
2,246,10,2024-05-02 00:55:47.044600
2,247,16,2024-05-02 00:55:47.044600
2,248,26,2024-05-02 00:55:47.044600
2,249,10,2024-05-02 00:55:47.044600
2,250,23,2024-05-02 00:55:47.044600
2,251,0,2024-05-02 00:55:47.044600
2,252,20,2024-05-02 00:55:47.044600
2,253,29,2024-05-02 00:55:47.044600
2,254,7,2024-05-02 00:55:47.044600
2,255,12,2024-05-02 00:55:47.044600
2,256,8,2024-05-02 00:55:47.044600
2,257,5,2024-05-02 00:55:47.044600
2,258,10,2024-05-02 00:55:47.044600
2,259,16,2024-05-02 00:55:47.044600
2,260,20,2024-05-02 00:55:47.044600
2,261,4,2024-05-02 00:55:47.044600
2,262,8,2024-05-02 00:55:47.044600
2,263,4,2024-05-02 00:55:47.044600
2,264,13,2024-05-02 00:55:47.044600
2,265,4,2024-05-02 00:55:47.044600
2,266,18,2024-05-02 00:55:47.044600
2,267,21,2024-05-02 00:55:47.044600
2,268,3,2024-05-02 00:55:47.044600
2,269,4,2024-05-02 00:55:47.044600
2,270,15,2024-05-02 00:55:47.044600
2,271,26,2024-05-02 00:55:47.044600
2,272,1,2024-05-02 00:55:47.044600
2,273,28,2024-05-02 00:55:47.044600
2,274,15,2024-05-02 00:55:47.044600
2,275,3,2024-05-02 00:55:47.044600
2,276,9,2024-05-02 00:55:47.044600
2,277,4,2024-05-02 00:55:47.044600
2,278,8,2024-05-02 00:55:47.044600
2,279,18,2024-05-02 00:55:47.044600
2,280,11,2024-05-02 00:55:47.044600
2,281,3,2024-05-02 00:55:47.044600
2,282,8,2024-05-02 00:55:47.044600
2,283,28,2024-05-02 00:55:47.044600
2,284,6,2024-05-02 00:55:47.044600
2,285,22,2024-05-02 00:55:47.044600
2,286,3,2024-05-02 00:55:47.044600
2,287,15,2024-05-02 00:55:47.044600
2,288,13,2024-05-02 00:55:47.044600
2,289,5,2024-05-02 00:55:47.044600
2,290,29,2024-05-02 00:55:47.044600
2,291,22,2024-05-02 00:55:47.044600
2,292,22,2024-05-02 00:55:47.044600
2,293,12,2024-05-02 00:55:47.044600
2,294,7,2024-05-02 00:55:47.044600
2,295,15,2024-05-02 00:55:47.044600
2,296,8,2024-05-02 00:55:47.044600
2,297,7,2024-05-02 00:55:47.044600
2,298,27,2024-05-02 00:55:47.044600
2,299,0,2024-05-02 00:55:47.044600
2,300,13,2024-05-02 00:55:47.044600
2,301,26,2024-05-02 00:55:47.044600
2,302,6,2024-05-02 00:55:47.044600
2,303,23,2024-05-02 00:55:47.044600
2,304,6,2024-05-02 00:55:47.044600
2,305,21,2024-05-02 00:55:47.044600
2,306,17,2024-05-02 00:55:47.044600
2,307,18,2024-05-02 00:55:47.044600
2,308,15,2024-05-02 00:55:47.044600
2,309,9,2024-05-02 00:55:47.044600
2,310,5,2024-05-02 00:55:47.044600
2,311,27,2024-05-02 00:55:47.044600
2,312,2,2024-05-02 00:55:47.044600
2,313,24,2024-05-02 00:55:47.044600
3,1,14,2024-05-02 00:55:47.044600
3,2,24,2024-05-02 00:55:47.044600
3,3,0,2024-05-02 00:55:47.044600
3,4,11,2024-05-02 00:55:47.044600
3,5,3,2024-05-02 00:55:47.044600
3,6,27,2024-05-02 00:55:47.044600
3,7,12,2024-05-02 00:55:47.044600
3,8,12,2024-05-02 00:55:47.044600
