order_id,item_id,product_id,quantity,list_price,discount,Timestamp,EGP Rate,list_price_egp
30.0,3,19.0,1.0,449.0,0.1,2024-05-02 01:40:16.045001,47.6735,21405.4015
30.0,4,4.0,1.0,2899.99,0.1,2024-05-02 01:40:16.045001,47.6735,138252.673265
30.0,5,7.0,2.0,3999.99,0.1,2024-05-02 01:40:16.045001,47.6735,190693.52326499997
31.0,1,11.0,2.0,1680.99,0.05,2024-05-02 01:40:16.045001,47.6735,80138.676765
31.0,2,9.0,2.0,2999.99,0.2,2024-05-02 01:40:16.045001,47.6735,143020.02326499997
32.0,1,8.0,2.0,1799.99,0.07,2024-05-02 01:40:16.045001,47.6735,85811.823265
32.0,2,12.0,2.0,549.99,0.07,2024-05-02 01:40:16.045001,47.6735,26219.948265
32.0,3,25.0,2.0,499.99,0.1,2024-05-02 01:40:16.045001,47.6735,23836.273265
33.0,1,23.0,2.0,299.99,0.07,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
33.0,2,7.0,1.0,3999.99,0.1,2024-05-02 01:40:16.045001,47.6735,190693.52326499997
34.0,1,8.0,2.0,1799.99,0.07,2024-05-02 01:40:16.045001,47.6735,85811.823265
34.0,2,10.0,2.0,1549.0,0.1,2024-05-02 01:40:16.045001,47.6735,73846.2515
34.0,3,17.0,2.0,429.0,0.2,2024-05-02 01:40:16.045001,47.6735,20451.9315
35.0,1,18.0,1.0,449.0,0.05,2024-05-02 01:40:16.045001,47.6735,21405.4015
35.0,2,20.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001,47.6735,28603.623265
35.0,3,5.0,1.0,1320.99,0.2,2024-05-02 01:40:16.045001,47.6735,62976.216765
35.0,4,21.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265
35.0,5,22.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265
36.0,1,9.0,1.0,2999.99,0.07,2024-05-02 01:40:16.045001,47.6735,143020.02326499997
36.0,2,5.0,1.0,1320.99,0.05,2024-05-02 01:40:16.045001,47.6735,62976.216765
36.0,3,3.0,2.0,999.99,0.2,2024-05-02 01:40:16.045001,47.6735,47673.023264999996
37.0,1,16.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001,47.6735,28603.623265
38.0,1,7.0,2.0,3999.99,0.05,2024-05-02 01:40:16.045001,47.6735,190693.52326499997
38.0,2,23.0,1.0,299.99,0.07,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
38.0,3,25.0,1.0,499.99,0.2,2024-05-02 01:40:16.045001,47.6735,23836.273265
38.0,4,10.0,2.0,1549.0,0.1,2024-05-02 01:40:16.045001,47.6735,73846.2515
38.0,5,24.0,1.0,549.99,0.07,2024-05-02 01:40:16.045001,47.6735,26219.948265
39.0,1,22.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001,47.6735,12871.368265
39.0,2,16.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001,47.6735,28603.623265
39.0,3,3.0,2.0,999.99,0.05,2024-05-02 01:40:16.045001,47.6735,47673.023264999996
39.0,4,15.0,1.0,529.99,0.1,2024-05-02 01:40:16.045001,47.6735,25266.478264999998
40.0,1,17.0,1.0,429.0,0.2,2024-05-02 01:40:16.045001,47.6735,20451.9315
40.0,2,8.0,2.0,1799.99,0.2,2024-05-02 01:40:16.045001,47.6735,85811.823265
41.0,1,5.0,1.0,1320.99,0.1,2024-05-02 01:40:16.045001,47.6735,62976.216765
41.0,2,19.0,2.0,449.0,0.2,2024-05-02 01:40:16.045001,47.6735,21405.4015
41.0,3,26.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001,47.6735,28603.623265
42.0,1,19.0,1.0,449.0,0.05,2024-05-02 01:40:16.045001,47.6735,21405.4015
43.0,1,13.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001,47.6735,12871.368265
43.0,2,12.0,2.0,549.99,0.05,2024-05-02 01:40:16.045001,47.6735,26219.948265
44.0,1,7.0,1.0,3999.99,0.1,2024-05-02 01:40:16.045001,47.6735,190693.52326499997
44.0,2,16.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001,47.6735,28603.623265
45.0,1,4.0,2.0,2899.99,0.2,2024-05-02 01:40:16.045001,47.6735,138252.673265
45.0,2,22.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265
45.0,3,21.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001,47.6735,12871.368265
46.0,1,17.0,1.0,429.0,0.1,2024-05-02 01:40:16.045001,47.6735,20451.9315
47.0,1,6.0,1.0,469.99,0.05,2024-05-02 01:40:16.045001,47.6735,22406.068264999998
47.0,2,15.0,1.0,529.99,0.1,2024-05-02 01:40:16.045001,47.6735,25266.478264999998
47.0,3,25.0,2.0,499.99,0.07,2024-05-02 01:40:16.045001,47.6735,23836.273265
47.0,4,13.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001,47.6735,12871.368265
48.0,1,11.0,1.0,1680.99,0.1,2024-05-02 01:40:16.045001,47.6735,80138.676765
48.0,2,4.0,1.0,2899.99,0.2,2024-05-02 01:40:16.045001,47.6735,138252.673265
48.0,3,5.0,2.0,1320.99,0.1,2024-05-02 01:40:16.045001,47.6735,62976.216765
48.0,4,14.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265
49.0,1,13.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265
50.0,1,3.0,1.0,999.99,0.05,2024-05-02 01:40:16.045001,47.6735,47673.023264999996
50.0,2,26.0,2.0,599.99,0.07,2024-05-02 01:40:16.045001,47.6735,28603.623265
50.0,3,13.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001,47.6735,12871.368265
51.0,1,13.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001,47.6735,12871.368265
51.0,2,20.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001,47.6735,28603.623265
51.0,3,26.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001,47.6735,28603.623265
52.0,1,25.0,1.0,499.99,0.07,2024-05-02 01:40:16.045001,47.6735,23836.273265
53.0,1,8.0,2.0,1799.99,0.2,2024-05-02 01:40:16.045001,47.6735,85811.823265
53.0,2,23.0,2.0,299.99,0.05,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
53.0,3,14.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001,47.6735,12871.368265
53.0,4,25.0,2.0,499.99,0.1,2024-05-02 01:40:16.045001,47.6735,23836.273265
54.0,1,26.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001,47.6735,28603.623265
54.0,2,3.0,1.0,999.99,0.2,2024-05-02 01:40:16.045001,47.6735,47673.023264999996
55.0,1,21.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001,47.6735,12871.368265
55.0,2,25.0,2.0,499.99,0.2,2024-05-02 01:40:16.045001,47.6735,23836.273265
55.0,3,15.0,2.0,529.99,0.2,2024-05-02 01:40:16.045001,47.6735,25266.478264999998
56.0,1,20.0,2.0,599.99,0.07,2024-05-02 01:40:16.045001,47.6735,28603.623265
57.0,1,23.0,2.0,299.99,0.1,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
57.0,2,19.0,2.0,449.0,0.2,2024-05-02 01:40:16.045001,47.6735,21405.4015
57.0,3,13.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265
58.0,1,14.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001,47.6735,12871.368265
58.0,2,18.0,1.0,449.0,0.07,2024-05-02 01:40:16.045001,47.6735,21405.4015
58.0,3,23.0,1.0,299.99,0.1,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
59.0,1,21.0,1.0,269.99,0.05,2024-05-02 01:40:16.045001,47.6735,12871.368265
59.0,2,2.0,1.0,749.99,0.1,2024-05-02 01:40:16.045001,47.6735,35754.648264999996
59.0,3,17.0,2.0,429.0,0.1,2024-05-02 01:40:16.045001,47.6735,20451.9315
60.0,1,14.0,2.0,269.99,0.05,2024-05-02 01:40:16.045001,47.6735,12871.368265
60.0,2,4.0,1.0,2899.99,0.1,2024-05-02 01:40:16.045001,47.6735,138252.673265
60.0,3,15.0,1.0,529.99,0.07,2024-05-02 01:40:16.045001,47.6735,25266.478264999998
60.0,4,22.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001,47.6735,12871.368265
61.0,1,25.0,1.0,499.99,0.1,2024-05-02 01:40:16.045001,47.6735,23836.273265
61.0,2,15.0,2.0,529.99,0.05,2024-05-02 01:40:16.045001,47.6735,25266.478264999998
61.0,3,5.0,2.0,1320.99,0.2,2024-05-02 01:40:16.045001,47.6735,62976.216765
62.0,1,14.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265
62.0,2,8.0,2.0,1799.99,0.1,2024-05-02 01:40:16.045001,47.6735,85811.823265
62.0,3,22.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001,47.6735,12871.368265
63.0,1,25.0,2.0,499.99,0.1,2024-05-02 01:40:16.045001,47.6735,23836.273265
63.0,2,19.0,2.0,449.0,0.05,2024-05-02 01:40:16.045001,47.6735,21405.4015
63.0,3,3.0,1.0,999.99,0.1,2024-05-02 01:40:16.045001,47.6735,47673.023264999996
64.0,1,25.0,2.0,499.99,0.1,2024-05-02 01:40:16.045001,47.6735,23836.273265
64.0,2,22.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001,47.6735,12871.368265
64.0,3,23.0,2.0,299.99,0.2,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
64.0,4,24.0,2.0,549.99,0.1,2024-05-02 01:40:16.045001,47.6735,26219.948265
65.0,1,12.0,1.0,549.99,0.1,2024-05-02 01:40:16.045001,47.6735,26219.948265
66.0,1,2.0,1.0,749.99,0.2,2024-05-02 01:40:16.045001,47.6735,35754.648264999996
66.0,2,23.0,1.0,299.99,0.07,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
66.0,3,12.0,1.0,549.99,0.07,2024-05-02 01:40:16.045001,47.6735,26219.948265
67.0,1,23.0,2.0,299.99,0.2,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
67.0,2,12.0,2.0,549.99,0.1,2024-05-02 01:40:16.045001,47.6735,26219.948265
67.0,3,21.0,1.0,269.99,0.2,2024-05-02 01:40:16.045001,47.6735,12871.368265
67.0,4,5.0,2.0,1320.99,0.1,2024-05-02 01:40:16.045001,47.6735,62976.216765
67.0,5,19.0,1.0,449.0,0.2,2024-05-02 01:40:16.045001,47.6735,21405.4015
68.0,1,13.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265
68.0,2,17.0,1.0,429.0,0.1,2024-05-02 01:40:16.045001,47.6735,20451.9315
69.0,1,22.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001,47.6735,12871.368265
69.0,2,5.0,1.0,1320.99,0.2,2024-05-02 01:40:16.045001,47.6735,62976.216765
69.0,3,10.0,1.0,1549.0,0.05,2024-05-02 01:40:16.045001,47.6735,73846.2515
70.0,1,3.0,2.0,999.99,0.05,2024-05-02 01:40:16.045001,47.6735,47673.023264999996
70.0,2,18.0,1.0,449.0,0.2,2024-05-02 01:40:16.045001,47.6735,21405.4015
70.0,3,20.0,1.0,599.99,0.05,2024-05-02 01:40:16.045001,47.6735,28603.623265
71.0,1,26.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001,47.6735,28603.623265
71.0,2,24.0,1.0,549.99,0.2,2024-05-02 01:40:16.045001,47.6735,26219.948265
71.0,3,18.0,1.0,449.0,0.1,2024-05-02 01:40:16.045001,47.6735,21405.4015
72.0,1,17.0,2.0,429.0,0.07,2024-05-02 01:40:16.045001,47.6735,20451.9315
72.0,2,12.0,1.0,549.99,0.05,2024-05-02 01:40:16.045001,47.6735,26219.948265
72.0,3,13.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001,47.6735,12871.368265
73.0,1,22.0,1.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265
73.0,2,26.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001,47.6735,28603.623265
73.0,3,3.0,2.0,999.99,0.07,2024-05-02 01:40:16.045001,47.6735,47673.023264999996
73.0,4,25.0,1.0,499.99,0.07,2024-05-02 01:40:16.045001,47.6735,23836.273265
73.0,5,23.0,2.0,299.99,0.2,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
74.0,1,16.0,2.0,599.99,0.05,2024-05-02 01:40:16.045001,47.6735,28603.623265
74.0,2,6.0,1.0,469.99,0.07,2024-05-02 01:40:16.045001,47.6735,22406.068264999998
75.0,1,3.0,1.0,999.99,0.1,2024-05-02 01:40:16.045001,47.6735,47673.023264999996
75.0,2,7.0,2.0,3999.99,0.07,2024-05-02 01:40:16.045001,47.6735,190693.52326499997
75.0,3,15.0,1.0,529.99,0.2,2024-05-02 01:40:16.045001,47.6735,25266.478264999998
76.0,1,12.0,1.0,549.99,0.05,2024-05-02 01:40:16.045001,47.6735,26219.948265
76.0,2,11.0,2.0,1680.99,0.1,2024-05-02 01:40:16.045001,47.6735,80138.676765
76.0,3,5.0,1.0,1320.99,0.07,2024-05-02 01:40:16.045001,47.6735,62976.216765
77.0,1,20.0,1.0,599.99,0.07,2024-05-02 01:40:16.045001,47.6735,28603.623265
77.0,2,24.0,2.0,549.99,0.1,2024-05-02 01:40:16.045001,47.6735,26219.948265
77.0,3,26.0,1.0,599.99,0.2,2024-05-02 01:40:16.045001,47.6735,28603.623265
77.0,4,25.0,1.0,499.99,0.2,2024-05-02 01:40:16.045001,47.6735,23836.273265
78.0,1,17.0,1.0,429.0,0.07,2024-05-02 01:40:16.045001,47.6735,20451.9315
78.0,2,19.0,1.0,449.0,0.2,2024-05-02 01:40:16.045001,47.6735,21405.4015
78.0,3,18.0,2.0,449.0,0.1,2024-05-02 01:40:16.045001,47.6735,21405.4015
78.0,4,14.0,2.0,269.99,0.1,2024-05-02 01:40:16.045001,47.6735,12871.368265
79.0,1,9.0,2.0,2999.99,0.1,2024-05-02 01:40:16.045001,47.6735,143020.02326499997
79.0,2,17.0,2.0,429.0,0.05,2024-05-02 01:40:16.045001,47.6735,20451.9315
79.0,3,6.0,1.0,469.99,0.1,2024-05-02 01:40:16.045001,47.6735,22406.068264999998
79.0,4,25.0,2.0,499.99,0.07,2024-05-02 01:40:16.045001,47.6735,23836.273265
80.0,1,26.0,1.0,599.99,0.1,2024-05-02 01:40:16.045001,47.6735,28603.623265
80.0,2,24.0,1.0,549.99,0.1,2024-05-02 01:40:16.045001,47.6735,26219.948265
80.0,3,17.0,1.0,429.0,0.2,2024-05-02 01:40:16.045001,47.6735,20451.9315
81.0,1,10.0,2.0,1549.0,0.2,2024-05-02 01:40:16.045001,47.6735,73846.2515
81.0,2,23.0,2.0,299.99,0.05,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
81.0,3,25.0,2.0,499.99,0.05,2024-05-02 01:40:16.045001,47.6735,23836.273265
82.0,1,25.0,2.0,499.99,0.1,2024-05-02 01:40:16.045001,47.6735,23836.273265
82.0,2,11.0,2.0,1680.99,0.2,2024-05-02 01:40:16.045001,47.6735,80138.676765
83.0,1,20.0,1.0,599.99,0.2,2024-05-02 01:40:16.045001,47.6735,28603.623265
83.0,2,3.0,2.0,999.99,0.05,2024-05-02 01:40:16.045001,47.6735,47673.023264999996
84.0,1,23.0,2.0,299.99,0.07,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
84.0,2,15.0,2.0,529.99,0.07,2024-05-02 01:40:16.045001,47.6735,25266.478264999998
85.0,1,4.0,2.0,2899.99,0.05,2024-05-02 01:40:16.045001,47.6735,138252.673265
85.0,2,18.0,1.0,449.0,0.07,2024-05-02 01:40:16.045001,47.6735,21405.4015
86.0,1,9.0,2.0,2999.99,0.1,2024-05-02 01:40:16.045001,47.6735,143020.02326499997
86.0,2,23.0,2.0,299.99,0.07,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
86.0,3,21.0,2.0,269.99,0.2,2024-05-02 01:40:16.045001,47.6735,12871.368265
86.0,4,15.0,1.0,529.99,0.1,2024-05-02 01:40:16.045001,47.6735,25266.478264999998
87.0,1,20.0,2.0,599.99,0.2,2024-05-02 01:40:16.045001,47.6735,28603.623265
87.0,2,23.0,2.0,299.99,0.1,2024-05-02 01:40:16.045001,47.6735,14301.573264999999
88.0,1,10.0,1.0,1549.0,0.07,2024-05-02 01:40:16.045001,47.6735,73846.2515
88.0,2,8.0,2.0,1799.99,0.1,2024-05-02 01:40:16.045001,47.6735,85811.823265
88.0,3,7.0,1.0,3999.99,0.1,2024-05-02 01:40:16.045001,47.6735,190693.52326499997
89.0,1,5.0,1.0,1320.99,0.05,2024-05-02 01:40:16.045001,47.6735,62976.216765
89.0,2,6.0,2.0,469.99,0.1,2024-05-02 01:40:16.045001,47.6735,22406.068264999998
90.0,1,3.0,1.0,999.99,0.1,2024-05-02 01:40:16.045001,47.6735,47673.023264999996
90.0,2,6.0,1.0,469.99,0.07,2024-05-02 01:40:16.045001,47.6735,22406.068264999998
91.0,1,11.0,1.0,1680.99,0.1,2024-05-02 01:40:16.045001,47.6735,80138.676765
91.0,2,25.0,1.0,499.99,0.05,2024-05-02 01:40:16.045001,47.6735,23836.273265
91.0,3,15.0,2.0,529.99,0.07,2024-05-02 01:40:16.045001,47.6735,25266.478264999998
91.0,4,13.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265
92.0,1,8.0,1.0,1799.99,0.1,2024-05-02 01:40:16.045001,47.6735,85811.823265
93.0,1,22.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265
93.0,2,17.0,1.0,429.0,0.05,2024-05-02 01:40:16.045001,47.6735,20451.9315
93.0,3,21.0,1.0,269.99,0.1,2024-05-02 01:40:16.045001,47.6735,12871.368265
93.0,4,2.0,1.0,749.99,0.2,2024-05-02 01:40:16.045001,47.6735,35754.648264999996
93.0,5,10.0,2.0,1549.0,0.07,2024-05-02 01:40:16.045001,47.6735,73846.2515
94.0,1,12.0,1.0,549.99,0.05,2024-05-02 01:40:16.045001,47.6735,26219.948265
94.0,2,4.0,1.0,2899.99,0.2,2024-05-02 01:40:16.045001,47.6735,138252.673265
94.0,3,11.0,1.0,1680.99,0.2,2024-05-02 01:40:16.045001,47.6735,80138.676765
94.0,4,21.0,2.0,269.99,0.07,2024-05-02 01:40:16.045001,47.6735,12871.368265
95.0,1,10.0,2.0,1549.0,0.2,2024-05-02 01:40:16.045001,47.6735,73846.2515
95.0,2,19.0,1.0,449.0,0.1,2024-05-02 01:40:16.045001,47.6735,21405.4015
95.0,3,8.0,2.0,1799.99,0.2,2024-05-02 01:40:16.045001,47.6735,85811.823265
